CODIGO;NOME;CLASSIFICACAO;NUMERO_REVISAO;ULTIMA_REVISAO;DATA_APROVACAO;PROXIMA_REVISAO;DATA_VALIDADE;PASTA;AUTOR;DOCUMENTOS_CONTROLADOS;MATRIZ;SUB_AREA
POP.749;Calibração Operacional - Lensômetros Digitais;Procedimento Operacional Padrão;1;2024-12-02;2024-12-23;2025-12-23;2026-03-23;Lensômetro;Anderson Smaniotto;Sim;QUALIDADE;CALIBRAÇÃO
POP.750;Manual Operacional - Sala de Armação - LabRio;Procedimento Operacional Padrão;;2022-04-07;2022-04-13;2026-07-07;2026-10-06;LabRio;Maria Riclecia da Silva;Sim;;
POP.751;Limpieza y Mantenimiento - 4Racer;Procedimento Operacional Padrão;;2022-04-14;2022-04-19;2026-06-11;2026-09-10;4Racer;Edgar Casallas;Sim;;
POP.752;Limpeza e Manutenção - 4Racer;Procedimento Operacional Padrão;;2022-04-14;2022-06-02;2026-06-10;2026-09-09;4Racer;Edgar Casallas;Sim;MONTAGEM;0
POP.753;Calibración Operativa - 4Racer;Procedimento Operacional Padrão;;2022-04-14;2022-05-09;2026-06-10;2026-09-09;4Racer;Edgar Casallas;Sim;;
POP.754;Control de Parámetros - 4Racer;Procedimento Operacional Padrão;;2022-04-14;2022-05-09;2026-06-10;2026-09-09;4Racer;Edgar Casallas;Sim;;
POP.755;Calibração Operacional - 4Racer;Procedimento Operacional Padrão;;2022-04-14;2022-04-19;2026-06-10;2026-09-09;4Racer;Edgar Casallas;Sim;MONTAGEM;0
POP.756;Controle de Parâmetros - 4Racer;Procedimento Operacional Padrão;;2022-04-14;2022-05-09;2026-06-10;2026-09-09;4Racer;Edgar Casallas;Sim;MONTAGEM;0
POP.757;Manual Operacional - Sala de Armação - Technopark;Procedimento Operacional Padrão;1;2023-06-19;2023-08-11;2026-08-10;2026-11-09;Technopark;Felipe Costa;Sim;;
POP.758;Manual Operacional - Digitação, Alteração e Solicitação de Cancelamento de Pedido - Technopark;Procedimento Operacional Padrão;2;2023-10-09;2023-11-03;2025-11-02;2026-01-31;Technopark;Felipe Costa;Sim;;
POP.759;Calibração Operacional - Bisphera;Procedimento Operacional Padrão;1;2022-09-14;2023-02-17;2026-02-17;2026-05-17;MEI Bisphera;Edgar Casallas;Sim;MONTAGEM;Corte Armação MEI
POP.760;Controle de Parâmetros - Bisphera;Procedimento Operacional Padrão;;2022-05-19;2022-06-15;2026-06-15;2026-09-14;MEI Bisphera;Edgar Casallas;Sim;MONTAGEM;Corte Armação MEI
POP.761;Limpieza y Mantenimiento - Bisphera;Procedimento Operacional Padrão;;2022-05-19;2022-08-18;2026-08-18;2026-11-16;MEI Bisphera;Edgar Casallas;Sim;;
POP.762;Calibración Operativa - Bisphera;Procedimento Operacional Padrão;1;2022-09-14;2023-02-17;2026-02-17;2026-05-17;MEI Bisphera;Edgar Casallas;Sim;;
POP.763;Control de Parámetros - Bisphera;Procedimento Operacional Padrão;;2022-05-19;2022-06-15;2026-06-15;2026-09-14;MEI Bisphera;Edgar Casallas;Sim;;
POP.764;Manual Operacional - Inspeção Final - Lab Rio;Procedimento Operacional Padrão;;2022-05-27;2022-05-31;2026-06-08;2026-09-07;09-Inspeção Final;Deyved Silva;Sim;HMC;0
POP.765;Manual Operacional - Rastreabilidade de Pedidos - Lab Rio;Procedimento Operacional Padrão;1;2025-04-17;2025-04-23;2026-04-23;2026-07-22;LabRio;Renan Barbosa;Sim;;
POP.766;Manual Operacional - Abertura de Perdas Internas - LabRio;Procedimento Operacional Padrão;;2022-06-17;2022-06-20;2025-09-22;2025-12-25;LabRio;Maria Riclecia da Silva;Sim;;
POP.769;Limpieza y Mantenimiento - EzFit;Procedimento Operacional Padrão;;2022-06-22;2022-08-18;2026-06-10;2026-09-09;EzFit;Edgar Casallas;Sim;;
POP.770;Calibración Operativa - EzFit;Procedimento Operacional Padrão;;2022-06-22;2022-06-30;2026-06-10;2026-09-09;EzFit;Edgar Casallas;Sim;;
POP.771;Limpeza e Manutenção - MEI 641;Procedimento Operacional Padrão;;2022-06-22;2022-08-08;2026-08-10;2026-11-09;MEI 641;Edgar Casallas;Sim;MONTAGEM;0
POP.772;Calibração Operacional - MEI 641;Procedimento Operacional Padrão;;2022-06-22;2022-06-30;2026-06-30;2026-09-29;MEI 641;Edgar Casallas;Sim;MONTAGEM;0
POP.773;Calibración Operativa - MEI 641;Procedimento Operacional Padrão;;2022-06-22;2022-06-30;2026-06-30;2026-09-29;MEI 641;Edgar Casallas;Sim;;
POP.774;Limpieza y Mantenimiento - MEI 641;Procedimento Operacional Padrão;;2022-06-22;2022-08-18;2026-08-18;2026-11-16;MEI 641;Edgar Casallas;Sim;;
POP.775;Manual Operacional - Bisphera;Procedimento Operacional Padrão;;2022-06-22;2022-06-23;2026-06-23;2026-09-22;MEI Bisphera;Nathália Brandão;Sim;MONTAGEM;Corte Armação MEI
POP.776;Limpeza e Manutenção - LT1200;Procedimento Operacional Padrão;;2022-06-23;2023-02-17;2026-02-17;2026-05-17;LT 1200;Edgar Casallas;Sim;MONTAGEM;Leitura no Tracer
POP.778;Limpieza y Mantenimiento - LT 1200;Procedimento Operacional Padrão;;2022-06-23;2023-02-17;2026-02-17;2026-05-17;LT 1200;Edgar Casallas;Sim;;
POP.779;Calibración Operativa - LT 1200;Procedimento Operacional Padrão;1;2022-06-30;2022-07-01;2026-06-10;2026-09-09;LT 1200;Edgar Casallas;Sim;;
POP.780;Manual Operacional -  Clareamento de Lentes da Coloração;Procedimento Operacional Padrão;;2022-06-30;2023-01-18;2026-01-18;2026-04-17;04-COLORAÇÃO;Renan Barbosa;Sim;COLORAÇÃO;COLORAÇÃO
POP.781;Manual Operacional - Análise Técnica Pré venda - Technopark;Procedimento Operacional Padrão;1;2024-03-26;2024-04-09;2026-04-09;2026-07-08;Technopark;Guilherme Alves;Sim;;
POP.782;Manual Operacional - Liberação de Lentes Prontas e Blocos do Estoque - Technopark;Procedimento Operacional Padrão;2;2024-02-01;2024-04-09;2026-04-09;2026-07-08;Technopark;Felipe Costa;Sim;;
POP.783;Manual Operacional - Processo de Certificação e Faturamento da Expedição - Technopark;Procedimento Operacional Padrão;2;2024-02-01;2024-02-19;2026-02-18;2026-11-11;Technopark;Rodrigo Lima;Sim;;
POP.784;Manual Operacional - Controle de Urgência da Produção - Technopark;Procedimento Operacional Padrão;3;2025-09-11;2025-10-28;2026-10-28;2027-01-26;Technopark;Rodrigo Lima;Sim;;
POP.785;Manual Operacional - Reembalagem de Serviços;Procedimento Operacional Padrão;;2022-09-30;2022-10-18;2025-10-18;2026-01-19;Controle de Qualidade;Leandro Augusto;Sim;QUALIDADE;0
POP.786;Teste de Extrato Seco - OHAUS MB;Procedimento Operacional Padrão;1;2025-02-12;2025-05-30;2026-05-30;2026-08-28;Testes HC;Jessika Menacho;Sim;;
POP.787;Limpieza y Matenimiento - ES3.ES4;Procedimento Operacional Padrão;;2022-08-30;2022-08-31;2026-06-10;2026-09-09;ES3/ES4;Edgar Casallas;Sim;;
POP.788;Calibración Operativa - ES3.ES4;Procedimento Operacional Padrão;;2022-08-30;2022-08-31;2026-06-10;2026-09-09;ES3/ES4;Edgar Casallas;Sim;;
POP.789;Limpeza e Manutenção - ES3.ES4;Procedimento Operacional Padrão;;2022-08-30;2022-11-25;2025-11-25;2026-02-23;ES3/ES4;Edgar Casallas;Sim;;
POP.790;Calibração Operacional - ES3.ES4;Procedimento Operacional Padrão;;2022-08-30;2022-11-25;2025-11-25;2026-02-23;ES3/ES4;Edgar Casallas;Sim;;
POP.791;Limpeiza y Matenimiento - 3B Blocker;Procedimento Operacional Padrão;;2022-09-05;2023-02-17;2026-02-17;2026-05-17;3B Blocker;Edgar Casallas;Sim;;
POP.792;Limpeza e Manutenção - 3B Blocker;Procedimento Operacional Padrão;;2022-09-05;2023-02-17;2026-02-17;2026-05-17;3B Blocker;Edgar Casallas;Sim;MONTAGEM;0
POP.793;Manual Operacional - Envio de Testes para EQC;Procedimento Operacional Padrão;8;2025-09-17;2025-09-17;2026-09-17;2026-12-16;08-EQC;Jessika Menacho;Sim;HMC;QUALIDADE
POP.796;Limpeza e Manutenção - Bloqueadoras;Procedimento Operacional Padrão;;2022-09-14;2022-11-25;2025-11-25;2026-02-23;Outros;Edgar Casallas;Sim;MONTAGEM;0
POP.797;Limpeiza y Matenimiento - Bloqueadoras;Procedimento Operacional Padrão;;2022-09-14;2023-02-17;2026-02-17;2026-05-17;Outros;Edgar Casallas;Sim;;
POP.798;Limpeza e Manutenção - Mr.Blue;Procedimento Operacional Padrão;;2022-09-14;2023-02-17;2026-02-17;2026-05-17;Outros;Edgar Casallas;Sim;MONTAGEM;Leitura no Tracer
POP.799;Limpeiza y Matenimiento - Mr.Blue;Procedimento Operacional Padrão;;2022-09-14;2023-02-17;2026-02-17;2026-05-17;Outros;Edgar Casallas;Sim;;
POP.800;Manual Operativa - Mr. Orange;Procedimento Operacional Padrão;;2022-09-30;2023-07-17;2026-07-16;2026-10-15;Mr. Orange;Renan Barbosa;Sim;;
POP.801;Manual Operacional - Mr. Orange;Procedimento Operacional Padrão;;2022-09-30;2024-04-17;2026-04-17;2026-07-16;Mr. Orange;Renan Barbosa;Sim;;
POP.802;Monitoramento de Realimentação do Cliente - Technopark;Procedimento Operacional Padrão;2;2023-01-11;2023-01-12;2026-05-11;2026-07-10;Technopark;Aline Franco;Sim;;
POP.803;Teste de Viscosidade - Automático com Brookfield DV2TLV;Procedimento Operacional Padrão;2;2023-07-31;2023-12-28;2025-12-27;2026-04-17;Testes HC;Jessika Menacho;Sim;HMC;Teste de Qualidade HC
POP.804;Manual Operacional - Rastreabilidade de Pedidos - Grown;Procedimento Operacional Padrão;;2022-10-28;2022-12-06;2025-12-06;2026-03-05;Grown;Michel Vieira;Sim;;
POP.805;Manual Operacional - Rastreabilidade de Pedidos - Repro;Procedimento Operacional Padrão;3;2025-06-09;2025-08-29;2026-08-29;2026-11-27;Repro;Laura Vaz;Sim;;
POP.806;Manual Operacional - Digitação de Entrada, Alteração e Cancelamento de Pedidos - Grown;Procedimento Operacional Padrão;1;2023-07-18;2023-10-02;2025-10-01;2025-12-30;Grown;Angela Pinto;Sim;;
POP.807;Limpeza e Manutenção - D9 PAC Mithril 1.6;Procedimento Operacional Padrão;;2022-11-10;2023-03-03;2026-03-02;2026-05-31;D9 PAC;Fernando Maciel;Sim;;
POP.808;Preparação de Químicos  - DP PAC Mithril 1.6;Procedimento Operacional Padrão;;2022-11-10;2023-03-03;2026-03-02;2026-05-31;D9 PAC;Fernando Maciel;Sim;;
POP.810;Rastreabilidade de Pedidos - Ceditop;Procedimento Operacional Padrão;3;2023-07-31;2023-08-01;2025-10-11;2025-12-11;Ceditop;Leticia Santos;Sim;;
POP.811;Monitoramento de Realimentação do Cliente - Ceditop;Procedimento Operacional Padrão;2;2023-06-26;2023-06-27;2026-06-26;2026-09-25;Ceditop;Leticia Santos;Sim;;
POP.812;Manual Operacional - Controle de Temperatura (DataLogger) de Armazenamento - Primers e Vernizes - Repro;Procedimento Operacional Padrão;1;2025-05-30;2025-06-13;2026-06-13;2026-09-11;Repro;Ruanyta Goulart;Sim;;
POP.813;Monitoramento de Realimentação do Cliente - Repro;Procedimento Operacional Padrão;2;2024-08-08;2024-08-09;2026-08-10;2026-11-09;Repro;Laura Vaz;Sim;;
POP.814;Manual Operacional - Produto Não Conforme (Produção) - Grown;Procedimento Operacional Padrão;;2022-12-06;2022-12-13;2025-12-13;2026-03-12;Grown;Michel Vieira;Sim;;
POP.815;Manual Operacional - Devolução com Nota Fiscal - Grown;Procedimento Operacional Padrão;2;2025-06-12;2025-06-30;2026-06-30;2026-09-28;Grown;Iara Almeida;Sim;;
POP.817;Manual Operacional - Retornos Recebidos pelo SAC - Grown;Procedimento Operacional Padrão;1;2023-11-14;2024-02-01;2026-01-31;2026-05-01;Grown;Ronald Witzke;Sim;;
POP.818;Manual Operacional - Tratativa de Pendências de Pedidos com Montagem - Grown;Procedimento Operacional Padrão;1;2023-11-14;2024-02-01;2026-01-31;2026-05-01;Grown;Renata Adreolli;Sim;;
POP.819;Manual Operacional - Tratativa de Pendências de Pedidos com Surfaçagem - Grown;Procedimento Operacional Padrão;1;2023-11-14;2024-02-01;2026-01-31;2026-05-01;Grown;Renata Adreolli;Sim;;
POP.820;Manual Operacional - Pedidos Urgentes - Grown;Procedimento Operacional Padrão;;2022-12-06;2022-12-07;2025-12-07;2026-03-06;Grown;Angela Pinto;Sim;;
POP.821;Manual Operacional - Expedição de Pedidos - Grown;Procedimento Operacional Padrão;1;2024-12-26;2025-01-13;2026-01-13;2026-04-13;Grown;Luis Felipe;Sim;;
POP.822;Manual Operacional - Sala de Armação - Grown;Procedimento Operacional Padrão;;2022-12-06;2022-12-07;2025-12-07;2026-03-06;Grown;Robson Silva;Sim;;
POP.823;Manual Operacional - Recebimento de Mercadoria - Grown;Procedimento Operacional Padrão;1;2023-07-18;2023-10-02;2025-10-01;2025-12-30;Grown;Sonia Lima;Sim;;
POP.824;Manual Operacional - Embalagem da Surfaçagem - Grown;Procedimento Operacional Padrão;3;2025-05-20;2025-05-29;2026-05-29;2026-08-27;Grown;Luis Felipe;Sim;;
POP.825;Manual Operacional - Processo de Quebra, Retrabalho e Liberado com Concessão - Ceditop;Procedimento Operacional Padrão;;2022-12-13;2022-12-16;2025-12-16;2026-03-15;Ceditop;João Martins;Sim;;
POP.826;Manual Operacional - Comunicação com o Cliente - Ceditop;Procedimento Operacional Padrão;;2022-12-13;2022-12-16;2025-12-16;2026-03-15;Ceditop;João Martins;Sim;;
POP.827;Curva Teórica Crizal Rock;Procedimento Operacional Padrão;;2022-12-20;2023-06-02;2026-06-01;2026-08-31;00-Curvas de Antirreflexo;Carlos Anselme;Sim;HMC;"Antirreflexo:
Ajustes de Processo"
POP.828;Manual Operacional - Atendimento do SAC - Technopark;Procedimento Operacional Padrão;2;2024-03-26;2024-04-09;2026-04-09;2026-07-08;Technopark;Felipe Costa;Sim;;
POP.830;Manual Operacional - Recebimento de Mercadoria - Technopark;Procedimento Operacional Padrão;1;2023-01-30;2023-02-06;2026-02-06;2026-05-06;Technopark;Felipe Costa;Sim;;
POP.831;Manual Operacional - Recebimento de Produtos e Insumos - LabRio;Procedimento Operacional Padrão;1;2023-06-22;2023-10-02;2025-10-01;2025-12-30;LabRio;Evellyn Santos;Sim;;
POP.832;Teste de Extrato Seco - i-Thermo 163L Bel;Procedimento Operacional Padrão;2;2025-04-22;2025-05-30;2026-05-30;2026-08-28;Testes HC;Jessika Menacho;Sim;HMC;Teste de Qualidade HC
POP.834;Manual Operacional - Compra de Matéria Prima - Technopark;Procedimento Operacional Padrão;2;2023-10-31;2024-02-19;2026-02-18;2026-05-19;Technopark;Felipe Costa;Sim;;
POP.835;Manual Operacional - Compras Indiretas - Technopark;Procedimento Operacional Padrão;1;2024-02-28;2024-04-09;2026-04-09;2026-07-08;Technopark;Benicio Souza;Sim;;
POP.836;Teste de Viscosidade - Automático com Brookfield DV -II+ PRO, DV-I+ e DV-I;Procedimento Operacional Padrão;1;2023-04-06;2023-08-18;2025-08-17;2026-04-17;Testes HC;Jessika Menacho;Sim;HMC;Teste de Qualidade HC
POP.837;Manual Operacional - Faturamento - Grown;Procedimento Operacional Padrão;2;2024-10-31;2024-11-04;2025-11-04;2026-02-02;Grown;Luis Felipe;Sim;;
POP.838;Calibração Operacional - E-Tess e Nidek LT-980 – Sistema SIOU;Procedimento Operacional Padrão;1;2023-07-04;2023-11-22;2025-11-21;2026-02-19;Geral;Felipe Costa;Sim;MONTAGEM;PCP Tracer
POP.839;Manual Operacional - E-Tess e Nidek LT-980;Procedimento Operacional Padrão;;2023-02-17;2023-03-17;2025-03-16;2026-09-18;Geral;Felipe Costa;Sim;MONTAGEM;Leitura no Tracer
POP.840;Manual Operacional - Reclamação e Elogio de Clientes - Technopark;Procedimento Operacional Padrão;1;2024-03-07;2024-04-09;2026-04-09;2026-07-08;Technopark;Aline Franco;Sim;;
POP.841;Manual Operacional - Cancelamento de Pedido no Estoque - Technopark;Procedimento Operacional Padrão;;2023-03-03;2023-03-10;2026-05-22;2026-08-21;Technopark;Felipe Costa;Sim;;
POP.842;Comunicação com o Cliente - Grown;Procedimento Operacional Padrão;1;2024-06-10;2024-06-17;2026-06-17;2026-09-16;Grown;Angela Pinto;Sim;;
POP.843;Manual Operacional - Recuperação de Alloy e Distribuição de porta bloco (Central de Alloy);Procedimento Operacional Padrão;;2023-03-10;2023-03-17;2026-06-09;2026-09-08;08-Desblocadora;Felipe Costa;Sim;SURFAÇAGEM;Desblocagem
POP.844;;;;;;;;;;;;
POP.845;Manual Operacional – Auditoria Técnica;Procedimento Operacional Padrão;;2023-03-22;2023-06-26;2026-06-25;2026-09-24;SAC;Marília Novais;Sim;QUALIDADE;AUDITORIA
POP.846;Manual Operacional - Encaixe de Lentes na Armação Acetato;Procedimento Operacional Padrão;;2023-03-29;2023-03-29;2026-06-19;2026-09-18;Montagem e Inspeção;Edgar Casallas;Sim;MONTAGEM;Encaixe
POP.847;Manual Operacional - Encaixe de Lentes na Armação 3 Peças;Procedimento Operacional Padrão;;2023-03-29;2023-03-29;2026-06-19;2026-09-18;Montagem e Inspeção;Edgar Casallas;Sim;MONTAGEM;Encaixe
POP.848;Manual Operacional - Encaixe de Lentes na Armação Metal;Procedimento Operacional Padrão;1;2023-05-05;2023-05-05;2026-05-04;2026-08-03;Montagem e Inspeção;Edgar Casallas;Sim;MONTAGEM;Encaixe
POP.849;Manual Operacional - Encaixe de Lentes na Armação Nylon;Procedimento Operacional Padrão;;2023-03-29;2023-03-29;2026-06-19;2026-09-18;Montagem e Inspeção;Edgar Casallas;Sim;MONTAGEM;Encaixe
POP.852;Manual Operacional - Conferência de Mesa - Grown;Procedimento Operacional Padrão;1;2024-04-02;2024-04-09;2026-04-10;2026-07-09;Grown;Luis Paulo;Sim;;
POP.853;Manual Operacional - Separação de Blocos - Grown;Procedimento Operacional Padrão;1;2024-04-02;2024-04-09;2026-04-10;2026-07-09;Grown;Luis Paulo;Sim;;
POP.854;Manual Operacional - Caixas da Produção - LabRio;Procedimento Operacional Padrão;;2023-04-17;2023-05-31;2025-09-27;2025-12-27;LabRio;Evellyn Santos;Sim;;
POP.855;Manual Operacional - Separação do Estoque - Sumaré Laboratório;Procedimento Operacional Padrão;;2023-04-24;2023-04-26;2025-04-25;2025-12-31;Sumaré Laboratório;Melissa Grandolfo;Sim;;
POP.856;Manual Operacional - Rastreabilidade de Pedidos - Digitop;Procedimento Operacional Padrão;1;2024-06-12;2024-06-18;2026-06-18;2026-09-17;digiTOP;Nickolle Rodrigues;Sim;;
POP.857;Manual Operacional - Ticket e Envelope na Produção - Sumaré Laboratório;Procedimento Operacional Padrão;;2023-04-25;2023-04-27;2026-04-27;2026-07-27;Sumaré Laboratório;Jesse Rodrigues;Sim;;
POP.858;Manual Operacional - Sala de Armação sem Aro - Sumaré Laboratório;Procedimento Operacional Padrão;;2023-04-26;2023-04-27;2026-04-27;2026-07-27;Sumaré Laboratório;Jesse Rodrigues;Sim;;
POP.859;Manual Operacional  - Entrada e Impressão de Serviços - Sumaré Laboratório;Procedimento Operacional Padrão;;2023-04-26;2023-08-03;2026-08-03;2026-11-02;Sumaré Laboratório;Jesse Rodrigues;Sim;;
POP.860;Manual Operacional - Sala de Armação com Aro - Sumaré Laboratório;Procedimento Operacional Padrão;;2023-04-26;2023-04-27;2025-04-26;2025-12-31;Sumaré Laboratório;Jesse Rodrigues;Sim;;
POP.861;Manual Operacional - Recebimento, Triagem e Armazenamento de Serviços - Sumaré Laboratório;Procedimento Operacional Padrão;1;2023-08-11;2023-08-18;2026-08-17;2026-11-16;Sumaré Laboratório;Rafael Medeiros;Sim;;
POP.862;Manual Operacional - Embalagem dos Produtos - Sumaré Laboratório;Procedimento Operacional Padrão;;2023-04-27;2023-05-03;2026-05-01;2026-07-31;Sumaré Laboratório;Jesse Rodrigues;Sim;;
POP.863;Manual Operacional - Entrada de Serviços na Monatgem - Sumaré Laboratório;Procedimento Operacional Padrão;;2023-04-27;2023-05-03;2026-05-01;2026-07-31;Sumaré Laboratório;Jesse Rodrigues;Sim;;
POP.864;Manual Operacional - Armazenagem da Armação na BIN - Sumaré Laboratório;Procedimento Operacional Padrão;;2023-04-27;2023-05-03;2026-05-01;2026-07-31;Sumaré Laboratório;Jesse Rodrigues;Sim;;
POP.865;Manual Operacional - Separação de Pedidos - Sumaré CD;Procedimento Operacional Padrão;2;2025-07-07;2025-07-15;2026-07-15;2026-10-13;Sumaré CD;Denise Miranda;Sim;;
POP.866;Manual Operacional - Faturamento - Sumaré CD;Procedimento Operacional Padrão;1;2025-07-07;2025-07-14;2026-07-14;2026-10-12;Sumaré CD;Denise Miranda;Sim;;
POP.867;Manual Operacional - Recebimento e Conferência de Lentes, Blocos, Insumos e Materiais Gerais - Sumaré CD;Procedimento Operacional Padrão;2;2025-05-13;2025-05-13;2026-05-13;2026-08-11;Sumaré CD;Denise Miranda;Sim;;
POP.868;Manual Operacional - Reembalagem - Sumaré CD;Procedimento Operacional Padrão;;2023-05-05;2023-05-12;2025-10-11;2025-12-11;Sumaré CD;Juliana Gomes Ferreira;Sim;;
POP.869;Manual Operacional - Expedição - Sumaré CD;Procedimento Operacional Padrão;1;2024-06-03;2024-06-04;2025-06-04;2026-11-02;Sumaré CD;Erika Fagundes;Sim;;
POP.870;Manual Operacional - Impressão de Etiquetas e Certificados - digiTOP;Procedimento Operacional Padrão;1;2023-06-27;2023-06-29;2025-09-27;2025-12-27;digiTOP;Nickolle Rodrigues;Sim;;
POP.871;Manual Operacional - Separação de Pedidos - digiTOP;Procedimento Operacional Padrão;2;2024-06-27;2024-07-09;2026-07-09;2026-10-08;digiTOP;Nickolle Rodrigues;Sim;;
POP.872;Manual Operacional - Consulta de Disponibilidade de Lentes - Repro;Procedimento Operacional Padrão;;2023-05-11;2023-05-25;2026-05-21;2026-08-21;Repro;Ovanir Lima Junior;Sim;;
POP.874;Manual Operacional - Garantias - Repro;Procedimento Operacional Padrão;;2023-05-11;2023-07-13;2025-12-22;2026-02-05;Repro;Laura Vaz;Sim;;
POP.875;Manual Operacional - Aprovação de Pedidos - Repro;Procedimento Operacional Padrão;1;2025-02-11;2025-02-14;2026-02-14;2026-05-15;Repro;Ovanir Lima Junior;Sim;;
POP.876;Manual Operacional - Embalagem e Certificação - Repro;Procedimento Operacional Padrão;1;2024-08-09;2024-08-09;2026-08-10;2026-11-09;Repro;José Neto;Sim;;
POP.877;Manual Operacional - Recebimento de Aro - Repro;Procedimento Operacional Padrão;1;2024-08-09;2024-08-09;2026-08-10;2026-11-09;Repro;José Neto;Sim;;
POP.878;Manual Operacional - Atendimento ao Cliente - Repro;Procedimento Operacional Padrão;;2023-05-11;2023-05-25;2026-08-21;2026-11-20;Repro;Ovanir Lima Junior;Sim;;
POP.880;Manual Operacional - Separação de Lentes e Blocos - Repro;Procedimento Operacional Padrão;2;2025-01-31;2025-02-03;2026-02-03;2026-05-04;Repro;Debora Rocha;Sim;;
POP.881;Manual Operacional - Envio de Malote - Repro;Procedimento Operacional Padrão;;2023-05-15;2023-07-10;2025-10-04;2025-12-04;Repro;Silvano Silva;Sim;;
POP.882;Manual Operacional - Faturamento e Expedição - digiTOP;Procedimento Operacional Padrão;3;2025-03-13;2025-03-17;2026-03-17;2026-06-15;digiTOP;Nickolle Rodrigues;Sim;;
POP.883;Manual Operacional - Produto Não Conforme - digiTOP;Procedimento Operacional Padrão;2;2024-10-29;2024-11-01;2025-11-01;2026-01-30;digiTOP;Nickolle Rodrigues;Sim;;
POP.884;Manual Operacional - Monitoramento de Realimentação do Cliente - digiTOP;Procedimento Operacional Padrão;4;2025-07-21;2025-07-25;2026-07-25;2026-10-23;digiTOP;Nickolle Rodrigues;Sim;;
POP.885;Manual Operacional - Encerramento de Pedidos e Atacado - Ceditop;Procedimento Operacional Padrão;1;2024-04-29;2024-06-24;2026-06-24;2026-09-23;Ceditop;Leticia Santos;Sim;;
POP.886;Manual Operacional - Garantia - Ceditop;Procedimento Operacional Padrão;3;2025-08-14;2025-09-05;2026-09-05;2026-12-04;Ceditop;Leticia Santos;Sim;;
POP.887;Manual Operacional - Compra de Matéria Prima - Ceditop;Procedimento Operacional Padrão;;2023-05-29;2023-06-02;2026-08-10;2026-11-09;Ceditop;Leticia Santos;Sim;;
POP.888;Manual Operacional - Recebimento e Estocagem de Blocos - Ceditop;Procedimento Operacional Padrão;2;2025-01-28;2025-02-18;2026-02-18;2026-05-19;Ceditop;Leticia Santos;Sim;;
POP.889;Manual Operacional - Alteração e Cancelamento de Pedidos - Ceditop;Procedimento Operacional Padrão;;2023-06-01;2023-06-02;2025-10-11;2025-12-11;Ceditop;Leticia Santos;Sim;;
POP.890;Manual Operacional - Armazenamento de Lentes e Armações - Ceditop;Procedimento Operacional Padrão;2;2025-07-10;2025-08-11;2026-08-11;2026-11-09;Ceditop;Leticia Santos;Sim;;
POP.891;Manual Operacional - Análise Crítica dos Certificados de Calibração;Procedimento Operacional Padrão;;2023-06-05;2023-06-27;2026-06-26;2026-09-25;00.Geral;Renan Barbosa;Sim;QUALIDADE;CALIBRAÇÃO
POP.892;Manual Operacional - Envio e Recebimento de Serviço do Coating - Ceditop;Procedimento Operacional Padrão;2;2025-07-10;2025-08-01;2026-08-01;2026-10-30;Ceditop;Leticia Santos;Sim;;
POP.893;Manual Operacional - Digitação e Emissão de Serviços - Ceditop;Procedimento Operacional Padrão;2;2024-09-30;2024-10-07;2025-10-07;2026-01-05;Ceditop;Leticia Santos;Sim;;
POP.894;Manual Operacional - Pré-Expedição e Certificação - Ceditop;Procedimento Operacional Padrão;2;2025-08-04;2025-08-22;2026-08-22;2026-11-20;Ceditop;Leticia Santos;Sim;;
POP.895;Manual Operacional - Expedição - Ceditop;Procedimento Operacional Padrão;1;2024-09-16;2024-09-23;2025-09-23;2025-12-22;Ceditop;Leticia Santos;Sim;;
POP.898;Manual Operacional - Lista de Pedidos - Ceditop;Procedimento Operacional Padrão;3;2025-08-04;2025-09-04;2026-09-04;2026-12-03;Ceditop;Leticia Santos;Sim;;
POP.901;Manual Operacional - Armazenamento de Lentes no Bob Complete Frame - Sumaré Laboratório;Procedimento Operacional Padrão;;2023-06-09;2023-08-03;2026-08-03;2026-11-02;Sumaré Laboratório;Jesse Rodrigues;Sim;;
POP.902;Manual Operacional - Rastreabilidade de Pedidos - Technopark;Procedimento Operacional Padrão;;2023-06-09;2023-09-11;2025-09-10;2025-12-09;Technopark;Felipe Costa;Sim;;
POP.903;Manual Operacional - Entrada de pedidos na Expedição - Technopark;Procedimento Operacional Padrão;1;2024-03-11;2024-04-03;2026-07-02;2026-10-01;Technopark;Luiz Mendonça;Sim;;
POP.904;Manual Operacional - Cálculo de Serviços - Technopark;Procedimento Operacional Padrão;1;2025-07-11;2025-08-06;2026-08-06;2026-11-04;Technopark;Rodrigo Lima;Sim;;
POP.905;Manual Operacional - Abastecimento de Blocos - LabRio;Procedimento Operacional Padrão;;2023-06-12;2023-10-02;2025-10-01;2025-12-30;LabRio;Maria Riclecia da Silva;Sim;;
POP.906;Monitoramento de Realimentação do Cliente - Coating RS;Procedimento Operacional Padrão;1;2024-07-25;2024-12-11;2025-12-11;2026-03-11;Coating RS;Christiano Silva;Sim;;
POP.907;Monitoramento de Realimentação do Cliente - Grown;Procedimento Operacional Padrão;;2023-06-13;2023-07-17;2026-07-16;2026-10-15;Grown;Angela Pinto;Sim;;
POP.908;Manual Operacional - Devolução de Produtos - Grown;Procedimento Operacional Padrão;;2023-06-13;2023-07-17;2026-07-16;2026-10-14;Grown;João Sales;Sim;;
